Date,Soneri Bank Ltd
20101110,289.0093454526566
20101111,276.7017096464168
20101112,298.7899524545435
20101113,298.7899524545435
20101114,298.7899524545435
20101115,277.360187626459
20101116,289.5823992237001
20101117,289.5823992237001
20101118,289.5823992237001
20101119,289.5823992237001
20101120,289.5823992237001
20101121,289.5823992237001
20101122,277.9358071376701
20101123,281.05595604652393
20101124,292.2833216816621
20101125,288.09451272603917
20101126,284.2507707455619
20101127,284.2507707455619
20101128,284.2507707455619
20101129,294.83720380463376
20101130,298.69968785276825
20101201,300.4214696412644
20101202,304.56665520947126
20101203,282.351737022091
20101204,282.351737022091
20101205,282.351737022091
20101206,299.1827028485257
20101207,302.7574643142412
20101208,292.27565178980944
20101209,295.83371941797174
20101210,278.6709058875073
20101211,278.6709058875073
20101212,278.6709058875073
20101213,281.66874520003506
20101214,277.05525930410096
20101215,269.2734006902402
20101216,269.2734006902402
20101217,269.2734006902402
20101218,269.2734006902402
20101219,269.2734006902402
20101220,269.11243868364375
20101221,267.42801256135255
20101222,270.7845485538014
20101223,267.0979319258235
20101224,267.94128861892557
20101225,267.94128861892557
20101226,267.94128861892557
20101227,271.99125869071867
20101228,268.8631838724969
20101229,258.73152070659773
20101230,256.4565665928444
20101231,245.68218624104438
20110101,245.68218624104438
20110102,245.68218624104438
20110103,256.014697012478
20110104,244.6983163698442
20110105,251.25314833042012
20110106,242.13644773223876
20110107,241.42011512800786
20110108,241.42011512800786
20110109,241.42011512800786
20110110,252.6165831507784
20110111,262.753999006283
20110112,261.14150081636916
20110113,285.7406818904552
20110114,272.20654253834005
20110115,272.20654253834005
20110116,272.20654253834005
20110117,269.00628496741035
20110118,276.72793441523
20110119,281.56829214432094
20110120,292.4879496861608
20110121,285.113778738312
20110122,285.113778738312
20110123,285.113778738312
20110124,306.7821312999332
20110125,282.5186671253317
20110126,276.72291918852454
20110127,298.4151135248851
20110128,308.0017442350058
20110129,308.0017442350058
20110130,308.0017442350058
20110131,327.13652255046935
20110201,336.15830760350286
20110202,340.7855087076316
20110203,334.6069030286733
20110204,337.14477941924275
20110205,337.14477941924275
20110206,337.14477941924275
20110207,342.50282539154915
20110208,345.9965224229848
20110209,341.08554624167493
20110210,349.62274009514255
20110211,379.084704193639
20110212,379.084704193639
20110213,379.084704193639
20110214,390.08783938204874
20110215,375.32556140884014
20110216,375.32556140884014
20110217,385.8389060575
20110218,383.5373926783275
20110219,383.5373926783275
20110220,383.5373926783275
20110221,407.8756558046967
20110222,447.0531924807365
20110223,466.93435372796563
20110224,486.35284652811356
20110225,542.275246892991
20110226,542.275246892991
20110227,542.275246892991
20110228,580.4335133139294
20110301,464.2882380214207
20110302,509.1849110220671
20110303,509.6291167775
20110304,402.25161199978334
20110305,402.25161199978334
20110306,402.25161199978334
20110307,427.6962731368555
20110308,425.7144615776204
20110309,419.1359822184396
20110310,417.6098791257327
20110311,450.6551216234961
20110312,450.6551216234961
20110313,450.6551216234961
20110314,466.8025989570171
20110315,458.48924192332436
20110316,471.09083823495877
20110317,463.0152743791916
20110318,490.57645834198894
20110319,490.57645834198894
20110320,490.57645834198894
20110321,517.7781667664831
20110322,513.7170058977247
20110323,513.7170058977247
20110324,511.23416639746176
20110325,516.0493891500773
20110326,516.0493891500773
20110327,516.0493891500773
20110328,486.88973590373513
20110329,503.8542533642295
20110330,500.66582962048074
20110331,447.4629432815019
20110401,435.49086754636807
20110402,435.49086754636807
20110403,435.49086754636807
20110404,473.7184999343273
20110405,475.23808551966175
20110406,475.6658450539729
20110407,474.9534129993719
20110408,472.270317467913
20110409,472.270317467913
20110410,472.270317467913
20110411,468.6033512968403
20110412,466.0489136357982
20110413,477.8400513534383
20110414,490.0794077838276
20110415,473.08998049686915
20110416,473.08998049686915
20110417,473.08998049686915
20110418,477.25444314431405
20110419,491.77457245104694
20110420,458.14407403212846
20110421,450.15092307934884
20110422,466.45522372899956
20110423,466.45522372899956
20110424,466.45522372899956
20110425,468.6997822629864
20110426,479.4866070358475
20110427,496.8363467383436
20110428,500.35731843428584
20110429,530.6458740957054
20110430,530.6458740957054
20110501,530.6458740957054
20110502,549.2796266857094
20110503,551.9017975574574
20110504,590.9032542173506
20110505,566.3442394498082
20110506,549.5670342609881
20110507,549.5670342609881
20110508,549.5670342609881
20110509,544.1696391971014
20110510,551.1260538851222
20110511,559.5047971610187
20110512,569.6983690624044
20110513,573.3349608723473
20110514,573.3349608723473
20110515,573.3349608723473
20110516,564.7417469148785
20110517,567.3445697469677
20110518,588.3628622620743
20110519,585.7629339300478
20110520,589.5159647606857
20110521,589.5159647606857
20110522,589.5159647606857
20110523,594.2198601157982
20110524,586.7192513011723
20110525,556.883649161746
20110526,551.5671250177418
20110527,546.980455234329
