Date,Al Mal Investment Co KSC
20071002,8.884976006210904
20071003,8.435649693415343
20071004,8.435649693415343
20071005,8.435649693415343
20071006,8.435649693415343
20071007,8.435649693415343
20071008,8.825049000334992
20071009,9.246573106281913
20071010,9.159106604927194
20071011,9.159106604927194
20071012,9.159106604927194
20071013,9.159106604927194
20071014,9.159106604927194
20071015,9.159106604927194
20071016,8.529639971667702
20071017,8.529639971667702
20071018,8.529639971667702
20071019,8.529639971667702
20071020,8.529639971667702
20071021,8.529639971667702
20071022,9.527486053413902
20071023,8.981179262815
20071024,9.019185987446157
20071025,9.019185987446157
20071026,9.019185987446157
20071027,9.019185987446157
20071028,9.019185987446157
20071029,10.007738201775098
20071030,10.966852532209964
20071031,8.702073279900677
20071101,8.702073279900677
20071102,8.702073279900677
20071103,8.702073279900677
20071104,8.702073279900677
20071105,8.971777389914566
20071106,9.127695212998328
20071107,9.330073666539556
20071108,9.330073666539556
20071109,9.330073666539556
20071110,9.330073666539556
20071111,9.330073666539556
20071112,9.650057516374934
20071113,9.650057516374934
20071114,9.723880053970719
20071115,9.723880053970719
20071116,9.723880053970719
20071117,9.723880053970719
20071118,9.723880053970719
20071119,15.238748933047512
20071120,13.420867825445002
20071121,13.420867825445002
20071122,13.420867825445002
20071123,13.420867825445002
20071124,13.420867825445002
20071125,13.420867825445002
20071126,13.420867825445002
20071127,15.060402961573608
20071128,15.060402961573608
20071129,15.060402961573608
20071130,15.060402961573608
20071201,15.060402961573608
20071202,15.060402961573608
20071203,15.060402961573608
20071204,16.599077885043016
20071205,16.41059395765698
20071206,16.41059395765698
20071207,16.41059395765698
20071208,16.41059395765698
20071209,16.41059395765698
20071210,16.233577552490505
20071211,16.714619059830007
20071212,16.993333090777988
20071213,16.993333090777988
20071214,16.993333090777988
20071215,16.993333090777988
20071216,16.993333090777988
20071217,16.374491470670502
20071218,16.374491470670502
20071219,16.374491470670502
20071220,16.374491470670502
20071221,16.374491470670502
20071222,16.374491470670502
20071223,16.374491470670502
20071224,15.22003121737358
20071225,15.22003121737358
20071226,16.024178440720533
20071227,16.024178440720533
20071228,16.024178440720533
20071229,16.024178440720533
20071230,16.024178440720533
20071231,14.798506126475473
20080101,14.798506126475473
20080102,15.232512750860625
20080103,14.698559623162168
20080104,14.698559623162168
20080105,14.698559623162168
20080106,14.698559623162168
20080107,11.576618256427437
20080108,11.132948439537431
20080109,12.333939454990963
20080110,12.333939454990963
20080111,12.333939454990963
20080112,12.333939454990963
20080113,12.333939454990963
20080114,10.643745628992473
20080115,11.374328971980711
20080116,10.598741998341696
20080117,11.127829727096033
20080118,11.127829727096033
20080119,11.127829727096033
20080121,11.030676622643835
20080122,12.466791763395793
20080123,11.9031103263348
20080124,11.9031103263348
20080125,11.9031103263348
20080126,11.9031103263348
20080127,11.9031103263348
20080128,12.354633391596758
