Date,Australia & New Zealand Banking Group Ltd
20090910,122.3571428745276
20090911,117.60566334692336
20090912,117.60566334692336
20090913,117.60566334692336
20090914,125.79508532991953
20090915,124.49927945012747
20090916,115.46619845642455
20090917,114.14623803332407
20090918,111.68348854018004
20090919,111.68348854018004
20090920,111.68348854018004
20090921,115.94981023174303
20090922,115.57374070742138
20090923,113.37205376131645
20090924,114.59214103261513
20090925,113.36124440532674
20090926,113.36124440532674
20090927,113.36124440532674
20090928,110.66401378733661
20090929,106.64679029940616
20090930,104.5812930398055
20091001,108.85439818343448
20091002,114.36212396250565
20091003,114.36212396250565
20091004,114.36212396250565
20091005,117.34169794617888
20091006,110.97236666668717
20091007,105.29089378716499
20091008,95.49425295259185
20091009,97.126305387696
20091010,97.126305387696
20091011,97.126305387696
20091012,99.21883052554377
20091013,96.26725429666644
20091014,96.6922674963415
20091015,95.373657523093
20091016,97.17373383392422
20091017,97.17373383392422
20091018,97.17373383392422
20091019,103.8691290624899
20091020,103.49591419503062
20091021,104.14620281468179
20091022,107.20861531293313
20091023,105.37290851028641
20091024,105.37290851028641
20091025,105.37290851028641
20091026,107.10206745448207
20091027,108.96377367074383
20091028,113.6718216530184
20091029,122.23532356058952
20091030,39.17732133112883
20091031,39.17732133112883
20091101,39.17732133112883
20091102,41.778204201264515
20091103,42.83246907652031
20091104,41.27499227900192
20091105,45.07940514025372
20091106,42.284977798728356
20091107,42.284977798728356
20091108,42.284977798728356
20091109,40.92136553157161
20091110,40.35719777644511
20091111,39.62002216090266
20091112,39.74407769950605
20091113,42.20641226668296
20091114,42.20641226668296
20091115,42.20641226668296
20091116,43.98524262070184
20091117,45.69328633001832
