Date,AQ Estate PCL
20070708,30.007398844453324
20070709,27.92977318326942
20070710,26.05820751225286
20070711,28.42002433824301
20070712,29.41389851908812
20070713,27.70220218236712
20070714,27.70220218236712
20070715,27.70220218236712
20070716,23.546392302791446
20070717,24.277738211551352
20070718,23.301732288231232
20070719,21.629781020999708
20070720,23.679604364880568
20070721,23.679604364880568
20070722,23.679604364880568
20070723,24.442610027771856
20070724,23.60564515408609
20070725,24.281443692639026
20070726,24.996643197878477
20070727,27.965166838001874
20070728,27.965166838001874
20070729,27.965166838001874
20070730,27.965166838001874
20070731,26.08313775382996
20070801,27.203758437196203
20070802,27.772793280170433
20070803,27.619685582051545
20070804,27.619685582051545
20070805,27.619685582051545
20070806,29.705666394221137
20070807,30.12717944658307
20070808,29.37428118866946
20070809,30.90022711694721
20070810,33.407548410401375
20070811,33.407548410401375
20070812,33.407548410401375
20070813,33.407548410401375
20070814,33.289558625105755
20070815,35.178446519414884
20070816,38.632919679988525
20070817,39.64436820772476
20070818,39.64436820772476
20070819,39.64436820772476
20070820,38.24911621335593
20070821,40.42645620278649
20070822,39.669935417759675
20070823,39.42433038254469
20070824,39.13203311252897
20070825,39.13203311252897
20070826,39.13203311252897
20070827,36.8457578767547
20070828,38.761895912763244
20070829,38.697516954593866
20070830,38.74899241706675
20070831,46.77444155464686
20070901,46.77444155464686
20070902,46.77444155464686
20070903,46.93117801547938
20070904,49.271893422274246
20070905,44.70259456225891
20070906,45.72665032920411
20070907,48.36230607709037
20070908,48.36230607709037
20070909,48.36230607709037
20070910,46.829739029377784
20070911,48.476873340193734
20070912,49.734982964612726
20070913,49.75531450760559
20070914,48.84825294698971
20070915,48.84825294698971
20070916,48.84825294698971
20070917,50.2022493841948
20070918,50.38786055875105
20070919,48.95738064722607
20070920,49.27625449859179
20070921,49.400684937813914
20070922,49.400684937813914
20070923,49.400684937813914
20070924,47.04264366526307
20070925,47.31928766047748
20070926,46.691535462575075
20070927,47.27170337059663
20070928,42.03030351128947
20070929,42.03030351128947
20070930,42.03030351128947
20071001,40.30640217076147
20071002,38.41628076587872
20071003,38.30113938714656
20071004,38.58788489448181
20071005,37.376043755636374
20071006,37.376043755636374
20071007,37.376043755636374
20071008,37.31779017145187
20071009,37.53700002403888
20071010,36.89843139356599
20071011,36.70008630175733
20071012,37.3664317111784
20071013,37.3664317111784
20071014,37.3664317111784
20071015,37.10904084352602
20071016,38.896426086814685
20071017,39.07664623207536
20071018,40.055997681394544
20071019,42.33135791488656
20071020,42.33135791488656
20071021,42.33135791488656
20071022,43.30489916749069
20071023,43.30489916749069
20071024,43.86692468933345
20071025,41.611120561497444
20071026,42.1936814767794
20071027,42.1936814767794
20071028,42.1936814767794
20071029,44.2346324173727
20071030,45.68450541517485
20071031,41.88162732727762
20071101,43.13635963004353
20071102,46.57946728981808
20071103,46.57946728981808
20071104,46.57946728981808
20071105,49.204003107862064
20071106,48.19611071054995
20071107,48.059992231319384
20071108,48.57100353553765
20071109,49.17689571086132
20071110,49.17689571086132
20071111,49.17689571086132
20071112,51.62208484640874
20071113,53.91372883949443
20071114,50.98133364563579
20071115,50.644125955499
20071116,53.44175419961203
20071117,53.44175419961203
20071118,53.44175419961203
20071119,54.00777246595189
20071120,55.286150704584045
20071121,54.48101060546261
20071122,55.58566730063696
20071123,56.11731746113883
20071124,56.11731746113883
20071125,56.11731746113883
20071126,50.77868611648991
20071127,52.239152758577134
20071128,52.9958680812616
20071129,53.6690241397689
20071130,48.176699240616436
20071201,48.176699240616436
20071202,48.176699240616436
20071203,48.23140292113225
20071204,48.121921939277165
20071205,48.121921939277165
