Date,Aplus Financial Co Ltd
20141227,21.78640074699585
20141228,21.78640074699585
20141229,22.704820735638542
20141230,24.141571104814645
20141231,24.141571104814645
20150101,24.141571104814645
20150102,24.141571104814645
20150103,24.141571104814645
20150104,24.141571104814645
20150105,25.031115988815763
20150106,24.822328065338656
20150107,24.145893260280655
20150108,24.824281308696623
20150109,23.734438538335578
20150110,23.734438538335578
20150111,23.734438538335578
20150112,23.734438538335578
20150113,24.380437055884663
20150114,24.333923229419618
20150115,23.060737932270253
20150116,24.121060374604195
20150117,24.121060374604195
20150118,24.121060374604195
20150119,25.060291181358373
20150120,22.573763377149735
20150121,22.879609620584
20150122,23.14717804590785
20150123,25.89355427088254
20150124,25.89355427088254
20150125,25.89355427088254
20150126,25.311130648351792
20150127,23.67466038363778
20150128,23.540521017979778
20150129,24.68567825364301
20150130,25.302689928731844
20150131,25.302689928731844
20150201,25.302689928731844
20150202,24.462758931830187
20150203,25.35310715638661
20150204,24.167794975256598
20150205,24.47751111900342
20150206,23.024199206782928
20150207,23.024199206782928
20150208,23.024199206782928
20150209,22.529391772867754
20150210,23.64420285136173
20150211,23.64420285136173
20150212,23.01504799169908
20150213,21.79528223594075
20150214,21.79528223594075
20150215,21.79528223594075
20150216,20.710772282009543
20150217,21.170894663815947
20150218,20.86670419830075
20150219,20.896143101624176
20150220,20.265436767669392
20150221,20.265436767669392
20150222,20.265436767669392
20150223,20.68701500829803
20150224,20.45375220766273
20150225,19.870092543090013
20150226,19.760868133337464
20150227,20.077277254309667
20150228,20.077277254309667
20150301,20.077277254309667
20150302,20.572578485318875
20150303,21.268325014404734
20150304,21.262442726506745
20150305,21.19432763021151
20150306,20.784849992898867
20150307,20.784849992898867
20150308,20.784849992898867
20150309,21.90990069689621
20150310,22.07491040496399
20150311,21.938409390230778
20150312,21.551926726972507
20150313,20.844440780152024
20150314,20.844440780152024
20150315,20.844440780152024
20150316,20.516008749890542
20150317,20.40923558941521
20150318,20.211912869260647
20150319,20.655130202448618
20150320,20.75761190350277
20150321,20.75761190350277
20150322,20.75761190350277
20150323,20.41591050500328
20150324,20.66458894937371
20150325,20.486441742930882
20150326,21.504325851604268
20150327,21.856758081049712
20150328,21.856758081049712
20150329,21.856758081049712
20150330,20.584570558127673
20150331,18.38433748132545
20150401,19.36901816750045
20150402,19.250864059579254
20150403,19.411631905366836
20150404,19.411631905366836
20150405,19.411631905366836
20150406,19.176712419301456
20150407,18.558150394192534
20150408,18.33835941933886
20150409,18.525380156513403
20150410,17.75744847717583
20150411,17.75744847717583
20150412,17.75744847717583
20150413,16.96014280647998
20150414,16.728004066555314
20150415,17.18319051393235
20150416,16.772599634058068
20150417,16.245970919337285
20150418,16.245970919337285
20150419,16.245970919337285
20150420,17.339149272562103
20150421,16.60480804034266
20150422,15.73269684163985
20150423,16.324928059577264
20150424,16.81064185770486
20150425,16.81064185770486
20150426,16.81064185770486
20150427,16.75824135265075
20150428,16.84680256275629
20150429,16.84680256275629
20150430,15.99108248199177
20150501,16.2793463438325
20150502,16.2793463438325
20150503,16.2793463438325
20150504,16.2793463438325
20150505,16.2793463438325
20150506,16.2793463438325
20150507,15.720258931997522
20150508,15.812500879874161
20150509,15.812500879874161
20150510,15.812500879874161
20150511,16.12296538394618
20150512,12.177592748131167
20150513,12.223128856000708
20150514,12.718534973313227
20150515,12.899880321418264
20150516,12.899880321418264
20150517,12.899880321418264
20150518,12.753263477239157
20150519,12.517264200674123
20150520,12.344593683665172
20150521,12.348738906066709
20150522,12.370005646735807
20150523,12.370005646735807
20150524,12.370005646735807
20150525,12.283289890807692
20150526,12.655492089163852
20150527,13.007147665750335
20150528,12.811183100746243
20150529,12.168225171182044
20150530,12.168225171182044
20150531,12.168225171182044
20150601,12.041793447083462
20150602,12.226759914430483
20150603,11.500475338115132
20150604,11.55162357084191
20150605,11.93847812789716
20150606,11.93847812789716
20150607,11.93847812789716
20150608,11.055837087521933
20150609,12.102546988019352
20150610,12.381077351645677
20150611,11.773191122407239
20150612,11.887480261515014
20150613,11.887480261515014
20150614,11.887480261515014
20150615,11.805868141405286
20150616,11.86163651612121
20150617,12.26649615380932
20150618,12.760483434984174
20150619,12.375329775934961
20150620,12.375329775934961
20150621,12.375329775934961
20150622,11.711104063653409
20150623,11.975058390052927
20150624,11.881997089627692
20150625,12.257779547007743
20150626,11.669601869751201
20150627,11.669601869751201
20150628,11.669601869751201
20150629,12.681233696539378
20150630,10.817452613896949
20150701,10.686091712398907
20150702,10.49794933908802
20150703,9.86669951933714
20150704,9.86669951933714
20150705,9.86669951933714
20150706,10.491366061075079
20150707,10.337374494418365
20150708,11.567955178867662
20150709,10.973761914836064
20150710,10.068612332344987
20150711,10.068612332344987
20150712,10.068612332344987
20150713,9.810178824872748
20150714,9.54637512364282
20150715,9.54955282152296
20150716,9.519853402386927
20150717,10.823851204839166
20150718,10.823851204839166
20150719,10.823851204839166
20150720,10.823851204839166
20150721,10.42839146261333
20150722,11.330944552785915
20150723,10.937995241180447
20150724,10.934304940260855
20150725,10.934304940260855
20150726,10.934304940260855
20150727,11.301069232709509
20150728,11.339414838172647
20150729,10.630300514452449
20150730,11.418289591326165
