Date,ALTA SA
20130709,19.252502212402618
20130710,17.324805339987787
20130711,14.026011604687426
20130712,13.933696931002258
20130713,13.933696931002258
20130714,13.933696931002258
20130715,13.858151868158513
20130716,12.815202697526367
20130717,11.153346000720157
20130718,11.241000634993695
20130719,11.195833790563496
20130720,11.195833790563496
20130721,11.195833790563496
20130722,11.59911969889368
20130723,12.065698815848426
20130724,12.224394421846588
20130725,12.287718072114808
20130726,11.95843791369766
20130727,11.95843791369766
20130728,11.95843791369766
20130729,11.917123299742551
20130730,11.107630646181967
20130731,11.60450620478915
20130801,12.060343126616898
20130802,11.228412695423627
20130803,11.228412695423627
20130804,11.228412695423627
20130805,11.748701127870422
20130806,11.973503615396748
20130807,12.538822502133804
20130808,11.642506625247846
20130809,11.127741346716586
20130810,11.127741346716586
20130811,11.127741346716586
20130812,10.833004888608716
20130813,9.601468381250934
20130814,9.458531709085886
20130815,9.458531709085886
20130816,8.705255959067102
20130817,8.705255959067102
20130818,8.705255959067102
20130819,9.208110977188431
20130820,10.121432898882082
20130821,11.176127950184886
20130822,8.789555122587876
20130823,8.934641077886527
20130824,8.934641077886527
20130825,8.934641077886527
20130826,9.952351575503139
20130827,10.547263728549574
20130828,9.753244175586621
20130829,9.411654780180495
20130830,12.365873333576213
20130831,12.365873333576213
20130901,12.365873333576213
20130902,11.617581582652845
20130903,12.070486458362483
20130904,11.976567503235472
20130905,13.104341414690538
20130906,12.279768783915927
20130907,12.279768783915927
20130908,12.279768783915927
20130909,11.456530528727603
20130910,12.236008073476626
20130911,11.954956048267995
20130912,11.955556235322522
20130913,11.703072564076168
20130914,11.703072564076168
20130915,11.703072564076168
20130916,11.126395721235784
20130917,11.832008354103149
20130918,11.529939165420993
20130919,9.749193972916386
20130920,8.924830627877459
20130921,8.924830627877459
20130922,8.924830627877459
20130923,7.711845954531314
20130924,7.765209339952698
20130925,6.4765106907618035
20130926,6.493256887453868
20130927,7.0292196167262135
20130928,7.0292196167262135
20130929,7.0292196167262135
20130930,8.238606675189253
20131001,8.204141901206098
20131002,7.832857888049358
20131003,8.002986318577461
20131004,8.137343036062996
20131005,8.137343036062996
20131006,8.137343036062996
20131007,7.711833482590638
20131008,8.656052459250397
20131009,8.412249885753347
20131010,8.040064516084987
20131011,7.952640934261946
20131012,7.952640934261946
20131013,7.952640934261946
20131014,8.773209090565551
20131015,8.22723970133133
20131016,8.460472850934568
20131017,9.289325168959271
20131018,8.64695495632355
20131019,8.64695495632355
20131020,8.64695495632355
20131021,9.012255005646772
20131022,8.462722124822779
20131023,9.435320937716202
20131024,9.566441269296307
20131025,8.506349258844049
20131026,8.506349258844049
20131027,8.506349258844049
20131028,7.963368868391529
20131029,7.829401192284949
20131030,7.534471901358894
20131031,7.744316549855452
20131101,7.744316549855452
20131102,7.744316549855452
20131103,7.744316549855452
20131104,8.308104952112128
20131105,8.124612844550443
20131106,7.873272489623108
20131107,8.268122033300072
20131108,8.202185280988871
20131109,8.202185280988871
20131110,8.202185280988871
20131111,8.202185280988871
20131112,9.150949623116626
20131113,8.868436616600725
20131114,9.07555305785402
20131115,8.818155413506306
20131116,8.818155413506306
20131117,8.818155413506306
20131118,8.719081493806721
20131119,8.279216080647144
20131120,8.57745960380102
20131121,8.02297553064487
20131122,7.588723581314769
20131123,7.588723581314769
20131124,7.588723581314769
20131125,7.96835882592494
20131126,7.867550477669461
20131127,7.886448589387276
20131128,7.789041006528209
20131129,7.6128728085286825
20131130,7.6128728085286825
20131201,7.6128728085286825
20131202,8.365447349731642
20131203,8.853982125138566
20131204,8.970563939283773
20131205,9.050710142191214
20131206,8.776441936915523
20131207,8.776441936915523
