Date,Agat Ejendomme A/S
20101004,19.01541344988861
20101005,19.856564913860478
20101006,18.933725256026946
20101007,16.591092326960744
20101008,16.318202995177067
20101009,16.318202995177067
20101010,16.318202995177067
20101011,14.52716194388149
20101012,15.423184973335788
20101013,15.036383878430442
20101014,15.877543161618624
20101015,15.777174595774037
20101016,15.777174595774037
20101017,15.777174595774037
20101018,16.3551218074136
20101019,16.08781816888524
20101020,15.170783658804963
20101021,15.067821394552595
20101022,15.064979335390397
20101023,15.064979335390397
20101024,15.064979335390397
20101025,14.444923563906222
20101026,14.22565302316581
20101027,14.775431335312945
20101028,14.822740063742366
20101029,14.56737500240057
20101030,14.56737500240057
20101031,14.56737500240057
20101101,14.843087328645712
20101102,14.729806136186783
20101103,15.57963375667872
20101104,15.450918819977105
20101105,15.080770055729339
20101106,15.080770055729339
20101107,15.080770055729339
20101108,15.80317744720135
20101109,16.110747058721234
20101110,17.25516186735872
20101111,16.77625872954566
20101112,16.84792471165815
20101113,16.84792471165815
20101114,16.84792471165815
20101115,17.06467534036703
20101116,18.44406264594447
20101117,18.924892272027996
20101118,17.806756619358833
20101119,18.402897458115543
20101120,18.402897458115543
20101121,18.402897458115543
20101122,19.6493432625724
20101123,17.720684521375063
20101124,17.344502432547216
20101125,17.679058474020792
20101126,17.634259726372708
20101127,17.634259726372708
20101128,17.634259726372708
20101129,18.392954361989375
20101130,17.795190445348993
20101201,18.560845462845755
20101202,18.850234670579308
20101203,20.451675226854466
20101204,20.451675226854466
20101205,20.451675226854466
20101206,19.230727284309943
20101207,18.834875069770728
20101208,18.368908330310436
20101209,18.159892329891637
20101210,18.043383156198438
20101211,18.043383156198438
20101212,18.043383156198438
20101213,17.957774430800168
20101214,16.253283002152592
20101215,15.645536359133931
20101216,16.002280875983143
20101217,15.725294040533361
20101218,15.725294040533361
20101219,15.725294040533361
20101220,16.549770600393206
20101221,16.133226683001563
20101222,15.43608796455709
20101223,14.835048953582442
20101224,14.835048953582442
20101225,14.835048953582442
20101226,14.835048953582442
20101227,14.840171225883214
20101228,14.72029456933673
20101229,14.892334883412431
20101230,16.28844263260149
20101231,16.28844263260149
20110101,16.28844263260149
20110102,16.28844263260149
20110103,15.63705657837448
20110104,14.75454954403286
20110105,15.109109126083808
20110106,14.971273557850987
20110107,15.80396977218706
20110108,15.80396977218706
20110109,15.80396977218706
20110110,16.119576637839803
20110111,17.063634144183883
20110112,17.364288469986974
20110113,17.030210498928327
20110114,17.986447848069155
20110115,17.986447848069155
20110116,17.986447848069155
20110117,17.177302901130602
20110118,17.2719207110754
20110119,17.875673199617786
20110120,18.541955747010306
20110121,18.090607445545643
20110122,18.090607445545643
20110123,18.090607445545643
20110124,18.657902125591765
20110125,18.75315615274242
20110126,19.14610930814734
20110127,18.602906298585456
20110128,18.56941543571336
20110129,18.56941543571336
20110130,18.56941543571336
20110131,18.715635068391357
20110201,18.875491495021326
20110202,19.46310203538843
20110203,19.954083337130637
20110204,19.640860148896632
20110205,19.640860148896632
20110206,19.640860148896632
20110207,18.85006657513928
20110208,18.96902454257405
20110209,19.0739260249267
20110210,19.611109191169156
20110211,19.237778102005745
20110212,19.237778102005745
20110213,19.237778102005745
