Date,Andhra Bank
20090711,14.28951780852822
20090712,14.28951780852822
20090713,15.459130637821636
20090714,14.097944823559368
20090715,12.433665127176061
20090716,11.939151290489933
20090717,11.415785860019806
20090718,11.415785860019806
20090719,11.415785860019806
20090720,10.702334256133796
20090721,10.98335306571294
20090722,11.5629653355675
20090723,11.608418459824378
20090724,11.380949290505761
20090725,11.380949290505761
20090726,11.380949290505761
20090727,10.813135688432919
20090728,10.702401033007492
20090729,10.828082869940468
20090730,11.198156845533394
20090731,8.878637744015858
20090801,8.878637744015858
20090802,8.878637744015858
20090803,8.979219450190167
20090804,9.179404359624979
20090805,9.452962921250611
20090806,10.058087139256486
20090807,10.863572465590478
20090808,10.863572465590478
20090809,10.863572465590478
20090810,11.317047118614832
20090811,11.545498731665901
20090812,11.8454310389063
20090813,10.80342523228716
20090814,10.498262136303445
20090815,10.498262136303445
20090816,10.498262136303445
20090817,11.656090485371356
20090818,10.48195321785392
20090819,10.76980970932828
20090820,10.485672824382085
20090821,10.150139676493756
20090822,10.150139676493756
20090823,10.150139676493756
20090824,9.273069703200584
20090825,9.570634613440713
20090826,9.349409074427392
20090827,9.17533427552963
20090828,8.732835447874386
20090829,8.732835447874386
20090830,8.732835447874386
20090831,8.737225591395914
20090901,8.95770627835749
20090902,9.063432288331722
20090903,9.01883444481341
20090904,8.376028466972407
20090905,8.376028466972407
20090906,8.376028466972407
20090907,7.587227906768478
20090908,7.736321427952149
20090909,7.913489323931453
20090910,7.71742533686281
20090911,7.3610276145339455
20090912,7.3610276145339455
20090913,7.3610276145339455
20090914,7.102113037481622
20090915,6.394410138658151
20090916,6.218586969883181
20090917,6.193798546695845
20090918,6.156834935062453
20090919,6.156834935062453
20090920,6.156834935062453
20090921,6.156834935062453
20090922,6.336222377907884
20090923,6.418793427284358
20090924,6.219115280202664
20090925,5.995052635351817
20090926,5.995052635351817
20090927,5.995052635351817
20090928,5.995052635351817
20090929,5.501612662591128
20090930,5.061523707487514
20091001,5.317201501993107
20091002,5.317201501993107
20091003,5.317201501993107
20091004,5.317201501993107
20091005,5.623588727657798
20091006,5.1413117619066675
20091007,5.550023823502584
20091008,5.2299946601493215
20091009,5.370096281189074
20091010,5.370096281189074
20091011,5.370096281189074
20091012,4.525807916101196
20091013,4.525807916101196
20091014,4.71542066381243
20091015,4.0673581797859875
20091016,3.827232313140035
20091017,3.827232313140035
20091018,3.827232313140035
20091019,3.827232313140035
20091020,3.291979721629645
20091021,3.709740277387538
20091022,3.734571744844053
20091023,3.349285147803365
20091024,3.349285147803365
20091025,3.349285147803365
20091026,3.012927431190598
