Date,Gazit-Globe Ltd
20060626,6.059782454833268
20060627,5.91230292779576
20060628,6.011419451017733
20060629,6.315197951126942
20060630,6.315197951126942
20060701,6.315197951126942
20060703,6.094966129570606
20060704,5.6686448912204215
20060705,5.864522053010985
20060706,5.661924035614966
20060707,5.661924035614966
20060708,5.661924035614966
20060710,4.95946407305514
20060711,5.383441505476785
20060712,5.973054719264074
20060713,6.733130548003675
20060714,6.733130548003675
20060715,6.733130548003675
20060717,6.242533245531075
20060718,5.81705180439653
20060719,6.152303400973949
20060720,5.835440861354327
20060721,5.835440861354327
20060722,5.835440861354327
20060724,6.23639576037795
20060725,6.190666660517954
20060726,6.992610424952618
20060727,6.602930354768928
20060728,6.602930354768928
20060729,6.602930354768928
20060731,6.5482947259204485
20060801,6.94989548992793
20060802,6.607008593110656
20060803,6.607008593110656
20060804,6.607008593110656
20060805,6.607008593110656
20060807,6.690837783665142
20060808,6.49356842976883
20060809,7.154356883451424
20060810,7.446802066900015
20060811,7.446802066900015
20060812,7.446802066900015
20060814,6.55675678567961
20060815,6.858642833073869
20060816,6.492488343761806
20060817,6.456964359837975
20060818,6.456964359837975
20060819,6.456964359837975
20060821,6.917910730547744
20060822,6.80008718509785
20060823,6.337928344911097
20060824,6.544824335599299
20060825,6.544824335599299
20060826,6.544824335599299
20060828,7.015545171269882
20060829,7.182790769243681
20060830,7.1693910125326825
20060831,6.992709543297465
20060901,6.992709543297465
20060902,6.992709543297465
20060904,7.5499202058067185
20060905,7.826474848009354
20060906,8.08728335667324
20060907,8.238137806186417
20060908,8.238137806186417
20060909,8.238137806186417
20060911,8.060303468120349
20060912,7.511960555735594
20060913,7.5018008825013975
20060914,7.598150000904237
20060915,7.598150000904237
20060916,7.598150000904237
20060918,7.1409998664059255
20060919,7.175472856649905
20060920,7.075761140601687
20060921,7.167055743533641
20060922,7.167055743533641
20060923,7.167055743533641
20060924,7.167055743533641
20060925,7.3022306055824
20060926,7.10967981285934
20060927,7.106295491786375
20060928,6.79015424869851
20060929,6.79015424869851
20060930,6.79015424869851
20061001,6.79015424869851
20061002,6.79015424869851
20061003,7.78114921304538
20061004,7.233998969440179
20061005,6.859725373837939
