Date,GEK Terna Holding Real Estate Construction SA
20091123,12.562221367073564
20091124,13.627613918064597
20091125,14.752241390916453
20091126,16.620257967032874
20091127,15.021170524642056
20091128,15.021170524642056
20091129,15.021170524642056
20091130,15.618315872962146
20091201,12.388316537240787
20091202,11.870264923252018
20091203,12.435363824602705
20091204,12.17324900309854
20091205,12.17324900309854
20091206,12.17324900309854
20091207,12.632555224797484
20091208,15.083114112199189
20091209,16.306242492801296
20091210,14.743362136617638
20091211,15.021043862990762
20091212,15.021043862990762
20091213,15.021043862990762
20091214,15.129028689254156
20091215,16.00777826888373
20091216,15.175452205246952
20091217,15.720139506336439
20091218,15.855558332518168
20091219,15.855558332518168
20091220,15.855558332518168
20091221,16.207268448231787
20091222,14.490636691899216
20091223,14.753826315889082
20091224,14.753826315889082
20091225,14.753826315889082
20091226,14.753826315889082
20091227,14.753826315889082
20091228,14.658717927672587
20091229,15.209986669728817
20091230,15.58455186941511
20091231,13.628043490421032
20100101,13.628043490421032
20100102,13.628043490421032
20100103,13.628043490421032
20100104,13.278105308231684
20100105,12.577685803648352
20100106,12.577685803648352
20100107,12.482916502501592
20100108,12.64755153120624
20100109,12.64755153120624
20100110,12.64755153120624
20100111,13.360201693708404
20100112,15.044810896385131
20100113,14.834717353741707
20100114,13.909458471803182
20100115,14.487411765907975
20100116,14.487411765907975
20100117,14.487411765907975
20100118,15.963895726305772
20100119,15.973180410007291
20100120,17.47735710159638
20100121,17.524560695423407
20100122,17.864226884568986
20100123,17.864226884568986
20100124,17.864226884568986
20100125,17.583541897779973
20100126,18.494606267722364
20100127,20.77581611170272
20100128,20.79797570273247
20100129,19.98794201854792
20100130,19.98794201854792
20100131,19.98794201854792
20100201,20.66987111975588
20100202,20.149165378948233
20100203,21.32973128410584
20100204,23.891856585534317
20100205,27.03279352238064
20100206,27.03279352238064
20100207,27.03279352238064
20100208,30.441550399243884
20100209,24.404780777441815
20100210,23.83660550206889
20100211,22.895041281468846
20100212,23.041332907003426
20100213,23.041332907003426
20100214,23.041332907003426
20100215,23.041332907003426
20100216,25.08211894683777
20100217,24.813069774805268
20100218,24.490138924345978
20100219,22.81382727053618
20100220,22.81382727053618
20100221,22.81382727053618
20100222,22.186371856091217
20100223,23.410066036459025
20100224,23.047812134989535
20100225,24.541401723232223
20100226,22.137957090987005
20100227,22.137957090987005
20100228,22.137957090987005
20100301,21.40926383750573
20100302,19.98166812843984
20100303,20.924067828407207
20100304,19.323970925447746
20100305,18.836670960425582
20100306,18.836670960425582
20100307,18.836670960425582
20100308,19.158314701369928
20100309,18.538859404667242
20100310,18.373260924947026
20100311,19.42026576007501
20100312,19.56500769136239
20100313,19.56500769136239
20100314,19.56500769136239
20100315,19.946466506157346
20100316,20.5294412045525
20100317,20.520388592701757
20100318,22.070010400039816
20100319,21.965449033460477
20100320,21.965449033460477
20100321,21.965449033460477
20100322,21.951100158315818
20100323,21.8388145398839
20100324,21.833153548907447
20100325,21.833153548907447
20100326,20.015804303882177
20100327,20.015804303882177
20100328,20.015804303882177
20100329,20.16756452940778
20100330,20.323083035676603
20100331,14.306926242295566
20100401,14.39132016403491
20100402,14.39132016403491
20100403,14.39132016403491
20100404,14.39132016403491
20100405,14.39132016403491
20100406,14.960332818096004
20100407,16.638480932571845
20100408,17.827130934160138
20100409,16.396404866012936
20100410,16.396404866012936
20100411,16.396404866012936
20100412,14.56019161066203
20100413,15.229491062251611
20100414,15.12375905137847
20100415,14.514104000981227
20100416,15.399233042999324
20100417,15.399233042999324
20100418,15.399233042999324
20100419,16.139235342858374
20100420,14.942919770025572
20100421,16.216561556902363
20100422,18.866371197795694
20100423,20.176118782802966
20100424,20.176118782802966
20100425,20.176118782802966
20100426,22.798574934165426
20100427,32.44911278414216
20100428,30.496675229731803
20100429,25.877818091490486
20100430,27.25228981550973
20100501,27.25228981550973
20100502,27.25228981550973
20100503,27.286114693168127
20100504,31.92542611267352
20100505,33.48293165232346
20100506,35.046899565175934
20100507,37.15500375670625
20100508,37.15500375670625
20100509,37.15500375670625
20100510,29.754273416343395
20100511,32.28357838022663
20100512,31.467024920463356
20100513,31.942854492117878
20100514,31.165190283206478
20100515,31.165190283206478
20100516,31.165190283206478
20100517,32.69913570047477
20100518,30.544961214733103
20100519,31.716485202356157
20100520,31.68879972907579
20100521,31.60036037147568
20100522,31.60036037147568
20100523,31.60036037147568
20100524,31.60036037147568
20100525,33.342640393425754
20100526,30.843560196050944
20100527,32.45238606809731
20100528,33.673739681807795
20100529,33.673739681807795
20100530,33.673739681807795
20100531,33.48369344662272
20100601,37.27266443746462
20100602,37.71440853554354
20100603,36.148230994140384
20100604,36.52090906089864
20100605,36.52090906089864
20100606,36.52090906089864
20100607,39.7656891053615
20100608,40.01938910112131
20100609,37.861598598922036
20100610,39.491225702617186
20100611,38.61784027871553
20100612,38.61784027871553
20100613,38.61784027871553
20100614,36.12727024866389
20100615,37.7200236793515
20100616,36.55963543550083
20100617,36.586781544707854
20100618,37.24451189190055
20100619,37.24451189190055
20100620,37.24451189190055
20100621,33.75793080172852
20100622,33.266507535274705
20100623,35.409023491769766
20100624,37.60770898474386
20100625,37.27545055923157
