Date,Land & General Bhd
20101123,4.547763804152445
20101124,4.331023684028955
20101125,4.236796617518371
20101126,4.641401353518347
20101127,4.641401353518347
20101128,4.641401353518347
20101129,4.530668337488499
20101130,5.0771136070260505
20101201,5.0267395037689395
20101202,4.7390775202449955
20101203,5.132591324439446
20101204,5.132591324439446
20101205,5.132591324439446
20101206,5.2283132798987895
20101207,5.2283132798987895
20101208,5.181870833220557
20101209,4.6106384791219135
20101210,4.724839037294014
20101211,4.724839037294014
20101212,4.724839037294014
20101213,4.684517069318357
20101214,4.433837647217639
20101215,4.736970084937015
20101216,4.682390719350972
20101217,4.791553913086217
20101218,4.791553913086217
20101219,4.791553913086217
20101220,4.906072330631537
20101221,4.657219850593264
20101222,4.450968735840457
20101223,4.429879946463547
20101224,4.474937687843071
20101225,4.474937687843071
20101226,4.474937687843071
20101227,4.626120032598553
20101228,4.782036079021249
20101229,4.6829448615244
20101230,3.779567274005816
20101231,3.779567274005816
20110101,3.779567274005816
20110102,3.779567274005816
20110103,3.5725855918118925
20110104,3.2097924035565875
20110105,3.1665546197256544
20110106,2.9673880088658477
20110107,3.0313070553714985
20110108,3.0313070553714985
20110109,3.0313070553714985
20110110,3.0728377023448106
20110111,3.006485542189858
20110112,3.0279108187556822
20110113,2.837392527711533
20110114,2.930246464295933
20110115,2.930246464295933
20110116,2.930246464295933
20110117,2.8602816607795885
20110118,3.046415318258081
20110119,3.298992569963681
20110120,3.298992569963681
20110121,3.436949904117287
20110122,3.436949904117287
20110123,3.436949904117287
20110124,3.557826931611926
20110125,3.5476782184448057
20110126,3.518462561623325
20110127,3.331501425132301
20110128,3.415673237751929
20110129,3.415673237751929
20110130,3.415673237751929
20110131,2.9579680573816183
20110201,2.9579680573816183
20110202,2.6460792885108733
20110203,2.6460792885108733
20110204,2.6460792885108733
20110205,2.6460792885108733
20110206,2.6460792885108733
20110207,2.43313442721468
20110208,2.33219142265261
20110209,2.3726751519187665
20110210,2.674371200866838
20110211,2.807083459267671
20110212,2.807083459267671
20110213,2.807083459267671
20110214,2.80329868636225
