Date,CRED Holding Co Ltd
20101005,69.52435793850788
20101006,69.52435793850788
20101007,69.52435793850788
20101008,70.23572069597567
20101009,70.23572069597567
20101010,70.23572069597567
20101011,68.62520220617401
20101012,70.0861675090477
20101013,67.96451461961607
20101014,70.83945552846832
20101015,72.70446082032198
20101016,72.70446082032198
20101017,72.70446082032198
20101018,76.72897533705797
20101019,72.8808366173591
20101020,72.29098692163127
20101021,72.56693783847697
20101022,75.8987484621704
20101023,75.8987484621704
20101024,75.8987484621704
20101025,75.0693982038317
20101026,74.67364572806933
20101027,75.12471200023536
20101028,74.63900860789771
20101029,76.00056473152989
20101030,76.00056473152989
20101031,76.00056473152989
20101101,75.88664179540285
20101102,71.56352261168576
20101103,71.47310173754731
20101104,70.23605773434053
20101105,70.7599300034506
20101106,70.7599300034506
20101107,70.7599300034506
20101108,68.93858046271072
20101109,65.50358851144794
20101110,66.99184593820911
20101111,67.85525111507708
20101112,70.38625180409855
20101113,70.38625180409855
20101114,70.38625180409855
20101115,71.76169119837532
20101116,73.59231435827417
20101117,72.88545150704644
20101118,72.35729930626104
20101119,71.81896597821745
20101120,71.81896597821745
20101121,71.81896597821745
20101122,71.97178173029032
20101123,72.76343722491222
20101124,72.6882405759087
20101125,71.41528645058449
20101126,72.53802702272205
20101127,72.53802702272205
20101128,72.53802702272205
20101129,73.38166209773703
20101130,75.42594637257511
20101201,74.75700425627284
20101202,75.33017648970181
20101203,75.31052308239661
20101204,75.31052308239661
20101205,75.31052308239661
20101206,74.89706451232377
20101207,74.09079467902298
20101208,73.91619885578132
20101209,75.68045104495539
20101210,76.70762790226104
20101211,76.70762790226104
20101212,76.70762790226104
20101213,76.83473841973753
20101214,76.22094994429837
20101215,77.05287705799063
20101216,76.16177298138116
20101217,77.3144877965745
20101218,77.3144877965745
20101219,77.3144877965745
20101220,79.1431840541103
20101221,76.98897655447752
20101222,77.99456802106268
20101223,77.69711402347949
20101224,73.24570299324058
20101225,73.24570299324058
20101226,73.24570299324058
20101227,73.62961047146223
20101228,76.34887088737145
20101229,75.42546293039496
20101230,75.81188595208717
20101231,74.0655272304979
20110101,73.7034120884035
20110102,73.7034120884035
20110103,73.7034120884035
20110104,72.37319388234249
20110105,72.1219923232817
20110106,72.55526145358333
20110107,72.73387549617576
20110108,72.73387549617576
20110109,72.73387549617576
20110110,73.8499097467098
20110111,73.13807969645315
20110112,71.89334729116446
20110113,72.64373001996984
20110114,71.71922390919957
20110115,71.71922390919957
20110116,71.71922390919957
20110117,74.49478580745962
20110118,73.27613642051986
20110119,74.16427318668585
20110120,76.95105206030088
20110121,77.12279592642027
20110122,77.12279592642027
20110123,77.12279592642027
