Date,AEC Securities PCL,AEON Financial Service Co Ltd,AF Global Ltd,Aichi Bank Ltd/The,Aksigorta AS,AF Global Ltd,DNB ASA,FirstRand Ltd,GAM Holding AG,Gazit-Globe Ltd,GEK Terna Holding Real Estate Construction SA,Gemdale Properties & Investment Corp Ltd,Jyske Bank A/S,Kuwait Financial Centre SAK,Ladenburg Thalmann Financial Services Inc,LAMDA Development SA,Land & General Bhd,SK Securities Co Ltd,Skandinaviska Enskilda Banken AB,Skjern Bank
2012-09-04,,6.503493078757089,5.451172506853969,82.82071294611056,4.272963068670527,5.451172506853969,53.42444424783026,21.471439579207964,2.2411101409449152,12.553579338735998,41.57288915716813,1.9177444162566493,44.016569142553664,10.799436929242045,57.85263834199294,33.263750103373326,4.835141595377256,30.96404825173784,18.17644923239488,26.289336073749308
2012-09-05,,6.603351112593086,5.4396332019351705,84.71340008836735,4.3179328896608515,5.4396332019351705,50.91191468033866,20.908040648784574,2.1585690698673483,12.723435591802426,36.51176724914273,1.9580487732237832,43.112968373860895,10.840293061796713,57.182645975095284,31.412261019344815,4.971575982470497,31.92523094546602,18.104186912766842,24.809946828492805
2012-09-06,,6.292387601809044,5.402484959335919,85.76123899257645,4.300963157532311,5.402484959335919,47.58679828855015,20.266937341194087,1.9777065600028396,12.107866961104259,37.71786996022933,1.5272125400868286,42.32492864814761,10.39479284972114,56.513836325701206,32.019432190479485,5.288693987607035,32.399413353658126,17.103267534506564,24.676169080263897
2012-09-07,,6.638977105171162,5.264123842021054,82.35250896327156,4.157143827584024,5.264123842021054,47.55806921065246,20.776109282102595,1.9224896302482477,12.107866961104259,37.34691246192746,1.5882187559964198,42.9194151494624,10.39479284972114,53.75183097525174,29.992604038001698,5.307130184680964,30.859616333023826,17.133292475718044,26.20434775346018
2012-09-08,,6.638977105171162,5.264123842021054,82.35250896327156,4.157143827584024,5.264123842021054,47.55806921065246,20.776109282102595,1.9224896302482477,12.107866961104259,37.34691246192746,1.5882187559964198,42.9194151494624,10.39479284972114,53.75183097525174,29.992604038001698,5.307130184680964,30.859616333023826,17.133292475718044,26.20434775346018
2012-09-09,,6.638977105171162,5.264123842021054,82.35250896327156,4.157143827584024,5.264123842021054,47.55806921065246,20.776109282102595,1.9224896302482477,,37.34691246192746,1.5882187559964198,42.9194151494624,,53.75183097525174,29.992604038001698,5.307130184680964,30.859616333023826,17.133292475718044,26.20434775346018
2012-09-10,,6.44205708042428,5.2758657220541165,77.45106797307805,4.116231829879738,5.2758657220541165,47.264677055814,21.623082068925,1.9328064454226364,11.259152031553324,32.773289074934844,1.509672025059896,43.17875860334411,10.451772545983344,55.503098143608945,25.89593098729961,5.067527627742686,30.99424473460745,17.04201133335909,26.01426874704663
2012-09-11,,6.621976552212522,5.227319539912248,78.8798493211964,4.433862925512087,5.227319539912248,46.639851412763264,20.48020947097164,1.8827653595118128,11.217434999842887,33.1115772683448,1.434930121880763,43.63018871286678,10.45958101304178,60.730148548886106,25.165492585688103,5.298941744120482,31.388843800065487,16.503735743683862,27.220828750626172
2012-09-12,,6.505997288271304,5.037535369829238,76.86212008827356,4.614729383615303,5.037535369829238,45.2717489566779,20.961478526707822,1.7503382597315569,11.122641193798751,28.481057709461197,0.4630405744951712,42.488429466713725,10.453563305582687,60.78907179563018,22.219575078909568,5.038333489576657,28.371952309632803,14.919615805889736,25.439924494111107
2012-09-13,,6.058333347627139,4.9648348926362,78.18784422485541,4.990642692232637,4.9648348926362,44.74985990169572,22.871931087081894,1.7431269840074284,11.30937945042101,25.493713313755514,0.5639240818201218,44.021956558557946,10.470922205675588,57.77845671260597,21.391966716339454,5.190488991607851,28.49369951970117,15.163875745551527,26.550799646894397
