Date,AID Life Science Holdings Ltd,ALTA SA,AMP Ltd,AQ Estate PCL,Agat Ejendomme A/S,Akbank T.A.S.,Akita Bank Ltd/The,Al Mal Investment Co KSC,Al-Massaleh Real Estate Co KSC,Allahabad Bank,Alliance Data Systems Corp,Alpha Bank AE,Anadolu Hayat Emeklilik AS,Andhra Bank,Aplus Financial Co Ltd,Arlington Asset Investment Corp,Ashford Hospitality Trust Inc,Asia Orient Holdings Ltd,Asian Pac Holdings Bhd,Australia & New Zealand Banking Group Ltd
2005-01-14,0.09520524186288108,0.13312047444143515,0.633980223819274,0.44468296432123955,0.30650740666621623,0.10133026761604291,0.09552656640996376,0.019577557240676252,0.07449314071720611,0.3826080893132696,0.00048590331900762033,0.15046010875625826,0.22024268981329864,0.37427224166659456,0.7562271785282717,0.5638452292436658,0.09068050026610396,0.2653190800619243,0.48960337501167184,0.1406127716317884
2005-01-15,0.09520524186288108,0.13312047444143515,0.633980223819274,0.44468296432123955,0.30650740666621623,0.10133026761604291,0.09552656640996376,0.019577557240676252,0.07449314071720611,0.3826080893132696,0.00048590331900762033,0.15046010875625826,0.22024268981329864,0.37427224166659456,0.7562271785282717,0.5638452292436658,0.09068050026610396,0.2653190800619243,0.48960337501167184,0.1406127716317884
2005-01-16,0.09520524186288108,0.13312047444143515,0.633980223819274,0.44468296432123955,0.30650740666621623,0.10133026761604291,0.09552656640996376,0.019577557240676252,0.07449314071720611,0.3826080893132696,0.00048590331900762033,0.15046010875625826,0.22024268981329864,0.37427224166659456,0.7562271785282717,0.5638452292436658,0.09068050026610396,0.2653190800619243,0.48960337501167184,0.1406127716317884
2005-01-17,0.11224670498689995,0.13407934005093156,0.6117431790865788,0.4392738992877382,0.2688976285174149,0.0931106519124972,0.09366760363359714,0.018389564977102715,0.07050822055027489,0.3761434121477772,0.00048590331900762033,0.15456159843820427,0.20662712484907642,0.3572131108326233,0.7478764882495906,0.5638452292436658,0.09068050026610396,0.2567888254890419,0.4957186159478815,0.13899934528692295
2005-01-18,0.11753853499966034,0.13642921388450704,0.5945201431871584,0.43237066202988367,0.2548590816060841,0.09814522836532481,0.09594283279536839,0.018228719278449268,0.06918853304069038,0.37109525570526,0.00042975417679483335,0.16086882631788993,0.20140908339899513,0.3608855301544163,0.732124664183007,0.5793465157636107,0.09184093266645807,0.24550993859288298,0.5154480059449429,0.14288456886258286
2005-01-19,0.17973676275124334,0.16680806622789945,0.5703367826995558,0.34089882301339197,0.2474362057147767,0.08496277202033131,0.09455056397382425,0.018228719278449268,0.06918853304069038,0.3714857783934927,0.0004415190475872633,0.1496520425713432,0.1919755872174907,0.38273227663618287,0.7489259823209367,0.5638602864767336,0.03943173254707944,0.2459942663991568,0.4703339384448285,0.14088708140170142
2005-01-20,0.109350241100024,0.16949654900694638,0.5881897341387118,0.34838987832912244,0.2199970821453972,0.08496277202033131,0.09584476562271715,0.018228719278449268,0.06918853304069038,0.38941639936228134,0.0004355382073056395,0.15029991062788148,0.1919755872174907,0.40017432902803357,0.7590067351463745,0.558385534264975,0.03996887333575871,0.2551002981292426,0.45856062130022324,0.1434505508639892
2005-01-21,0.09157941677511022,0.1686596674096262,0.592063582284825,0.3551078758515831,0.214265414180947,0.08496277202033131,0.09477431332074022,0.018228719278449268,0.06918853304069038,0.38941639936228134,0.0004377062711751719,0.14816704446107987,0.1919755872174907,0.40017432902803357,0.7668793972446589,0.5589436416689495,0.039598888074640105,0.2632924957520976,0.45856062130022324,0.14264608791806155
2005-01-22,0.09157941677511022,0.1686596674096262,0.592063582284825,0.3551078758515831,0.214265414180947,0.08496277202033131,0.09477431332074022,0.018228719278449268,0.06918853304069038,0.38941639936228134,0.0004377062711751719,0.14816704446107987,0.1919755872174907,0.40017432902803357,0.7668793972446589,0.5589436416689495,0.039598888074640105,0.2632924957520976,0.45856062130022324,0.14264608791806155
2005-01-23,0.09157941677511022,0.1686596674096262,0.592063582284825,0.3551078758515831,0.214265414180947,0.08496277202033131,0.09477431332074022,0.018228719278449268,0.06918853304069038,0.38941639936228134,0.0004377062711751719,0.14816704446107987,0.1919755872174907,0.40017432902803357,0.7668793972446589,0.5589436416689495,0.039598888074640105,0.2632924957520976,0.45856062130022324,0.14264608791806155
2005-01-24,0.09275846174388183,0.17765927293587425,0.5699626732437507,0.3360258976787033,0.23666492114145318,0.10253676649620413,0.0940464589738333,0.017498068578803486,0.06893017696061352,0.409800986527345,0.0004708893319364895,0.1471590680196957,0.2037154517236639,0.4287868325389907,0.7153376237363873,0.5722844188150961,0.03972063543662341,0.27344690233682906,0.4816526298543328,0.14297794591607332
2005-01-25,0.09515234088947758,0.1510981255086696,0.5782170488463936,0.3415843412211332,0.2535470776227175,0.09892782663426695,0.09674783173390765,0.01766805837223187,0.06850886067590911,0.40237350985243653,0.00048369765907445636,0.1505895072847509,0.21189409142823148,0.3757754072038523,0.7253131825132509,0.5789800316661051,0.03901104047460821,0.27527470593997394,0.4978327361544328,0.14209632456134932
2005-01-26,0.1084204601477885,0.1498952215388335,0.5782170488463936,0.36334884703201814,0.25049000040856184,0.09679856953183147,0.09795311755335633,0.01705729654257049,0.06536194133192455,0.40237350985243653,0.0004696255456690753,0.14413870361564063,0.21687579991989595,0.3757754072038523,0.7390471135930354,0.5614155949995839,0.03818184385292096,0.260935472571926,0.4993434749596609,0.14209632456134932
2005-01-27,0.11114922806803909,0.1468819907781987,0.5741996594610392,0.369384114745043,0.27383570937982765,0.09679523176670454,0.09567562696714368,0.01705729654257049,0.06536194133192455,0.39849446346817596,0.00048224934312710434,0.1500043140081279,0.213757340579536,0.3622356342794977,0.7284114308156662,0.5693094597488662,0.03928932657572612,0.2487390119223945,0.4828057185098362,0.1332070282897512
